Papel,Setor,Preço Atual (R$),Liquidez Diária (R$),P/VP,Último Dividendo,Dividend Yield,DY (3M) Acumulado,DY (6M) Acumulado,DY (12M) Acumulado,DY (3M) média,DY (6M) média,DY (12M) média,DY Ano,Variação Preço,Rentab. Período,Rentab. Acumulada,Patrimônio Líquido,VPA,P/VPA,DY Patrimonial,Variação Patrimonial,Rentab. Patr. Período,Rentab. Patr. Acumulada,Quant. Ativos,Volatilidade,Num. Cotistas,Tax. Gestão,Tax. Performance,Tax. Administração
HDEL11,Imóveis Industriais e Logísticos,85.98,396.00,0.80,14.03,0.00 ,0.00 ,0.00 ,11.84 ,0.00 ,0.00 ,1.69 ,0.00 ,0.00 ,0.00 ,,89819358.52,,,,,,,1,64.46,108,,1.50  aa,20.00  aa
HFOF11,Fundo de Fundos,6.15,1184782.70,0.81,0.06,0.91 ,2.77 ,5.63 ,11.99 ,0.92 ,0.94 ,1.00 ,10.94 ,0.33 ,1.24 ,28.59 ,1735759977.11,7.55,0.81,0.74 ,-90.67 ,-90.60 ,-90.21 ,14,14.33,74690,,0.60  aa,20.00  aa
HGAG11,Indefinido,11.03,394.82,0.47,0.10,0.00 ,1.29 ,9.92 ,16.79 ,0.43 ,1.65 ,1.40 ,14.54 ,0.00 ,0.00 ,,5832955.44,23.50,0.47,0.51 ,0.00 ,0.00 ,0.00 ,0,138.50,1073,1.00  aa,,20.00  aa
HGBL11,Misto,8.90,125170.39,0.94,0.07,0.80 ,2.47 ,5.16 ,11.41 ,0.82 ,0.86 ,0.95 ,9.95 ,2.39 ,3.21 ,3.73 ,240007144.73,,,,,,,1,15.80,4583,0.50  aa,0.10  aa,
HGBS11,Shoppings,20.00,1389147.35,0.92,0.15,0.75 ,2.26 ,4.71 ,10.11 ,0.75 ,0.79 ,0.84 ,9.22 ,-2.25 ,-1.52 ,22.55 ,2809814014.57,21.76,0.92,0.69 ,-90.19 ,-90.13 ,-89.07 ,17,14.70,136729,,0.60  aa,
HGCR11,Papéis,91.29,2394433.74,0.95,1.00,1.05 ,3.29 ,6.66 ,13.53 ,1.10 ,1.11 ,1.13 ,12.45 ,-0.43 ,0.62 ,22.05 ,1494242952.19,96.91,0.94,1.08 ,-4.01 ,-2.97 ,10.33 ,14,13.59,100374,,0.80  aa,20.00  aa
HGFF11,Fundo de Fundos,62.38,1552502.00,0.88,1.98,0.00 ,0.00 ,3.06 ,10.38 ,0.00 ,0.51 ,0.87 ,9.29 ,0.00 ,0.00 ,,203824815.19,71.18,0.88,0.96 ,-18.03 ,-17.25 ,-12.83 ,14,17.83,14789,,0.80  aa,20.00  aa
HGIC11,Papéis,66.00,6025.68,0.59,0.80,1.26 ,3.59 ,7.09 ,14.04 ,1.20 ,1.18 ,1.17 ,12.83 ,-6.01 ,-4.83 ,-12.26 ,51392234.78,111.07,0.59,0.72 ,-3.18 ,-2.48 ,15.94 ,2,57.83,623,,,
HGLG11,Imóveis Industriais e Logísticos,159.64,5136565.52,0.98,1.10,0.69 ,2.08 ,4.20 ,8.69 ,0.69 ,0.70 ,0.72 ,7.92 ,-1.77 ,-1.09 ,20.57 ,5490423267.35,162.50,0.98,0.68 ,5.50 ,6.21 ,23.13 ,28,12.37,513307,,0.60  aa,
HGPO11,Lajes Corporativas,142.36,190805.74,0.98,57.05,48.22 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,62.51 ,5.05 ,55.71 ,101.25 ,254132034.94,155.61,0.91,36.66 ,-48.02 ,-28.96 ,-15.36 ,2,11.77,9846,,,
HGRE11,Lajes Corporativas,118.75,1523182.70,0.76,0.85,0.73 ,2.17 ,5.90 ,10.89 ,0.72 ,0.98 ,0.91 ,10.06 ,-5.22 ,-4.53 ,37.41 ,1841716939.28,155.84,0.76,0.55 ,-0.67 ,-0.13 ,0.18 ,13,20.87,140775,,1.00  aa,
HGRS11,Imóveis Residenciais,,,,29.32,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,92.86,,0.00 ,0.00 ,0.00 ,0.00 ,14,,8102,,,
HGRU11,Misto,126.59,2261727.26,0.99,0.95,0.75 ,2.26 ,5.06 ,10.88 ,0.75 ,0.84 ,0.91 ,10.03 ,-0.20 ,0.54 ,31.55 ,2978293688.70,128.16,0.99,0.74 ,4.29 ,5.06 ,19.43 ,103,12.43,222198,,0.70  aa,20.00  aa
HILG11,Indefinido,184.96,186.67,0.89,1.46,0.00 ,0.00 ,0.00 ,4.51 ,0.00 ,0.00 ,0.38 ,3.51 ,0.00 ,0.00 ,,108938197.83,,,,,,,1,10.47,114,,,
HLOG11,Imóveis Industriais e Logísticos,9.14,102517.26,0.82,0.07,0.77 ,2.40 ,4.87 ,9.34 ,0.80 ,0.81 ,0.78 ,8.82 ,1.22 ,2.00 ,28.20 ,469937168.94,11.06,0.83,0.63 ,-90.50 ,-90.44 ,-89.41 ,3,13.50,3868,,0.80  aa,
HOFC11,Lajes Corporativas,28.70,228721.00,0.51,0.21,0.65 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,2.01 ,75.72 ,76.86 ,67.59 ,216777654.67,,,,,,,3,48.37,4857,,0.83  aa,-1.00  aa
HOSI11,Imóveis Residenciais,86.50,6237.43,0.79,0.70,0.00 ,1.48 ,4.35 ,9.00 ,0.49 ,0.73 ,0.75 ,7.49 ,0.00 ,0.00 ,,61776169.48,107.73,0.80,0.59 ,17.02 ,17.71 ,24.52 ,14,40.07,1131,,0.35  aa,20.00  aa
HPDP11,Shoppings,88.98,11097969.14,0.92,0.56,0.59 ,1.21 ,2.48 ,6.41 ,0.40 ,0.41 ,0.53 ,5.78 ,5.57 ,6.19 ,16.23 ,303850674.79,92.41,0.96,0.61 ,3.53 ,4.16 ,3.92 ,1,36.17,355,,0.50  aa,
HRDF11,Fundo de Desenvolvimento,4.05,132.42,0.58,6.80,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,10645447.22,,,,,,,14,103.33,893,,0.75  aa,
HREC11,Papéis,8.21,268613.57,0.98,0.08,0.95 ,2.99 ,6.23 ,13.20 ,1.00 ,1.04 ,1.10 ,12.10 ,-0.24 ,0.71 ,29.47 ,447529988.11,8.66,0.95,0.98 ,-90.26 ,-90.16 ,-89.17 ,14,19.55,2523,,0.80  aa,20.00  aa
HRES11,Imóveis Residenciais,145.45,2140733.00,1.14,2.19,0.00 ,0.00 ,0.00 ,6.65 ,0.00 ,0.00 ,0.60 ,5.58 ,0.00 ,0.00 ,,59507687.50,,,,,,,14,2.16,136,,,
HSAF11,Papéis,76.04,195006.57,0.86,0.95,1.24 ,3.63 ,7.27 ,15.60 ,1.21 ,1.21 ,1.30 ,14.42 ,-4.67 ,-3.49 ,30.26 ,222856104.87,88.21,0.86,1.08 ,-3.43 ,-2.39 ,6.49 ,14,23.01,8627,,1.00  aa,20.00  aa
HSLG11,Imóveis Industriais e Logísticos,90.29,824710.17,0.80,0.70,0.80 ,2.42 ,4.83 ,10.34 ,0.81 ,0.81 ,0.86 ,9.35 ,-0.02 ,0.78 ,29.31 ,1393217620.70,110.05,0.82,0.61 ,4.87 ,5.51 ,6.98 ,7,16.60,40616,,0.85  aa,20.00  aa
HSML11,Shoppings,86.98,1905711.09,0.82,0.70,0.81 ,2.41 ,4.79 ,10.42 ,0.80 ,0.80 ,0.87 ,9.38 ,-0.37 ,0.44 ,23.29 ,2219330332.65,104.05,0.84,0.64 ,6.63 ,7.32 ,12.93 ,5,16.68,186783,1.05  aa,,20.00  aa
HSRE11,Misto,98.68,2170.47,1.17,0.95,0.94 ,2.74 ,6.02 ,11.23 ,0.91 ,1.00 ,0.94 ,9.94 ,3.57 ,4.55 ,22.97 ,793425942.78,89.16,1.11,0.95 ,-7.16 ,-6.28 ,-0.32 ,22,21.94,373,,0.85  aa,20.00  aa
HTMX11,Hotéis,140.26,418253.00,0.96,1.56,1.11 ,2.98 ,6.01 ,13.80 ,0.99 ,1.00 ,1.15 ,11.36 ,0.34 ,1.45 ,11.95 ,415741159.96,143.95,0.97,0.73 ,2.57 ,3.31 ,19.55 ,21,12.60,36275,,0.50  aa,20.00  aa
HUCG11,Hospitalar,83.64,1620.71,0.87,0.70,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.82 ,0.00 ,0.00 ,,116354682.35,,,,,,,2,74.55,236,,,
HUSC11,Hospitalar,96.49,4943.91,0.64,1.08,1.14 ,3.24 ,5.11 ,10.98 ,1.08 ,0.85 ,0.92 ,10.06 ,-1.55 ,-0.42 ,5.89 ,128095831.62,150.56,0.64,0.75 ,2.60 ,3.37 ,11.83 ,2,46.25,151,,0.35  aa,
HUSI11,Hospitalar,1249.00,1249.00,1.00,8.42,0.00 ,0.00 ,1.38 ,4.94 ,0.00 ,0.23 ,0.41 ,0.71 ,0.00 ,0.00 ,,145342616.28,1249.06,1.00,0.73 ,25.77 ,26.69 ,33.26 ,14,41.20,100,,,
IAAG11,Indefinido,7.69,105882.57,0.78,0.12,1.56 ,4.63 ,9.03 ,17.34 ,1.54 ,1.51 ,1.45 ,16.06 ,-1.79 ,-0.25 ,15.48 ,102840430.48,9.84,0.78,1.22 ,0.00 ,0.00 ,0.00 ,0,24.39,13040,,1.15  aa,20.00  aa
IAGR11,Indefinido,3.96,13554.65,0.64,0.01,0.15 ,0.00 ,0.15 ,1.25 ,0.00 ,0.15 ,0.10 ,1.03 ,-3.18 ,-3.03 ,45.49 ,17345252.65,6.26,0.63,0.10 ,0.00 ,0.00 ,0.00 ,0,26.92,3489,0.80  aa,0.20  aa,20.00  aa
IBBP11,Indefinido,8.41,12637.73,1.12,0.08,0.90 ,2.79 ,4.51 ,8.82 ,0.93 ,0.75 ,0.88 ,8.82 ,12.93 ,13.95 ,2.85 ,398708486.81,,,,,,,24,115.02,539,,,
IBCR11,Papéis,48.20,39909.96,0.54,0.70,1.43 ,4.15 ,8.61 ,18.55 ,1.38 ,1.44 ,1.55 ,16.97 ,-1.61 ,-0.21 ,14.26 ,86993275.14,90.77,0.53,0.77 ,-3.35 ,-2.61 ,5.63 ,14,18.06,3919,0.80  aa,0.20  aa,20.00  aa
IBFF11,Fundo de Fundos,66.40,162549.50,1.04,14.79,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,6.25 ,0.00 ,0.00 ,,118155565.38,14.78,4.49,100.08 ,-79.09 ,-58.15 ,-58.47 ,14,4.20,8102,,,
ICNE11,Imóveis Residenciais,653.96,,0.95,11.89,0.00 ,0.00 ,0.00 ,1.68 ,0.00 ,0.00 ,0.14 ,7.64 ,0.00 ,0.00 ,,82867464.59,,,,,,,14,2.78,5,,,
ICRI11,Misto,86.20,778781.91,0.85,1.00,1.13 ,3.09 ,6.53 ,15.13 ,1.03 ,1.09 ,1.26 ,13.42 ,-4.05 ,-2.97 ,18.77 ,388420489.30,,,,,,,14,18.36,8603,,1.00  aa,
IDFI11,Indefinido,2.00,2592.80,1.25,1.56,78.04 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,1043.04 ,-54.34 ,-18.70 ,44259.43 ,3283391.87,1.60,1.25,269.79 ,-97.14 ,-89.43 ,-91.38 ,1,6.01,617,,,
IDGR11,Misto,1.50,332.83,16.67,0.09,5.99 ,0.00 ,0.00 ,5.99 ,0.00 ,0.00 ,0.50 ,5.99 ,-50.98 ,-48.04 ,-48.04 ,79368.95,,,,,,,1,78.49,171,,,
IDUA11,Imóveis Comerciais - Outros,64.42,,0.99,1.25,0.00 ,0.00 ,0.00 ,2.34 ,0.00 ,0.00 ,0.20 ,12.00 ,0.00 ,0.00 ,,26192582.34,,,,,,,14,2.00,1,,,
IFRA11,Indefinido,92.25,1509110.13,,0.85,0.89 ,2.69 ,6.61 ,13.25 ,0.90 ,1.10 ,1.10 ,12.09 ,-2.76 ,-1.89 ,19.10 ,,,,,,,,0,19.81,0,,0.85  aa,
IFRI11,Misto,99.00,1357411.13,,1.40,1.37 ,2.59 ,6.18 ,13.75 ,0.86 ,1.03 ,1.15 ,12.54 ,3.53 ,4.94 ,34.36 ,,,,,,,,0,17.20,0,,0.85  aa,
IMOV11,Indefinido,,,,0.09,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,499442953.21,,,,,,,14,,13027,,1.50  aa,20.00  aa
INFA11,Outros,9.82,,,0.09,0.00 ,0.00 ,0.00 ,15.36 ,0.00 ,0.00 ,1.92 ,14.56 ,0.00 ,0.00 ,,,,,,,,,0,2.64,0,,,
INFB11,Indefinido,102.00,13365.93,,1.00,0.99 ,0.00 ,0.99 ,4.24 ,0.00 ,0.99 ,1.06 ,2.12 ,14.99 ,16.13 ,11.90 ,,,,,,,,0,88.95,0,,,
INLG11,Imóveis Industriais e Logísticos,74.23,109305.91,0.74,0.74,1.00 ,3.04 ,6.20 ,13.17 ,1.01 ,1.03 ,1.10 ,11.96 ,-0.82 ,0.18 ,26.61 ,453401442.64,,,,,,,5,15.59,16655,,0.46  aa,
INRD11,Fundo de Desenvolvimento,74.96,25930.70,0.63,0.66,0.88 ,2.65 ,5.25 ,11.11 ,0.88 ,0.88 ,0.93 ,10.17 ,1.46 ,2.35 ,32.50 ,134220770.26,,,,,,,5,20.85,6675,,1.00  aa,
IRDM11,Papéis,58.31,5267563.22,0.74,1.25,0.00 ,2.41 ,6.17 ,14.10 ,0.80 ,1.03 ,1.18 ,12.73 ,0.00 ,0.00 ,,2972355816.63,78.96,0.74,0.89 ,-14.91 ,-14.16 ,-10.72 ,1,15.23,265560,0.83  aa,0.17  aa,
IRIF11,Papéis,8.50,28328.26,,0.11,1.27 ,0.00 ,2.57 ,6.43 ,0.00 ,0.43 ,1.07 ,6.43 ,2.24 ,3.54 ,10.55 ,,,,,,,,0,34.43,0,,,
IRIM11,Indefinido,75.19,102815.39,0.90,0.76,1.00 ,3.29 ,7.08 ,15.49 ,1.10 ,1.18 ,1.29 ,14.05 ,14.10 ,15.24 ,57.14 ,160651859.39,83.67,0.90,0.86 ,-14.03 ,-13.29 ,-9.99 ,14,18.84,2672,0.83  aa,0.15  aa,
ISCJ11,Papéis,50.71,10174.00,0.30,1.60,3.16 ,73.25 ,74.22 ,110.63 ,24.42 ,12.37 ,9.22 ,115.01 ,20.74 ,24.55 ,19.18 ,32247797.88,,,,,,,14,330.99,69,,,
ITIP11,Papéis,64.09,25777.65,0.93,0.71,1.08 ,3.47 ,7.16 ,13.90 ,1.16 ,1.19 ,1.16 ,12.88 ,1.20 ,2.29 ,19.34 ,51034602.05,68.21,0.94,1.14 ,-14.83 ,-13.86 ,-11.81 ,14,13.53,8280,,,
ITIT11,Fundo de Fundos,68.17,64786.00,0.87,0.61,0.88 ,2.74 ,5.46 ,11.24 ,0.91 ,0.91 ,0.94 ,10.30 ,0.71 ,1.60 ,20.54 ,70264224.08,78.03,0.87,0.81 ,-1.18 ,-0.38 ,6.31 ,14,12.54,9894,,0.30  aa,
ITRI11,Shoppings,76.99,570578.61,0.83,0.82,1.04 ,3.13 ,6.28 ,12.73 ,1.04 ,1.05 ,1.06 ,11.63 ,-2.90 ,-1.89 ,21.71 ,583495804.86,,,,,,,14,16.78,13544,,1.20  aa,-1.00  aa
IVCI11,Papéis,96.86,,0.98,2.10,0.00 ,0.00 ,0.00 ,8.33 ,0.00 ,0.00 ,0.76 ,5.17 ,0.00 ,0.00 ,,49422764.22,,,,,,,0,1.11,16,,,
JASC11,Imóveis Comerciais - Outros,105.00,31554.17,0.93,0.69,0.69 ,0.69 ,1.33 ,5.06 ,0.69 ,0.22 ,0.42 ,3.85 ,0.00 ,0.00 ,,395181019.71,,,,,,,19,45.01,167,,,
JBFO11,Papéis,15.03,82.00,1.94,7.77,0.00 ,0.00 ,0.00 ,111.75 ,0.00 ,0.00 ,9.31 ,0.77 ,0.00 ,0.00 ,,9919792.95,,,,,,,14,117.23,369,,,
JCCJ11,Papéis,152.60,29434.79,0.85,0.36,0.22 ,0.43 ,0.66 ,2.39 ,0.43 ,0.66 ,0.20 ,1.80 ,0.00 ,0.00 ,,315131527.82,,,,,,,14,29.22,118,,,
JCIN11,Fundo de Fundos,148.90,9973769.00,0.94,1.06,0.00 ,0.00 ,0.00 ,2.34 ,0.00 ,0.00 ,0.20 ,1.52 ,0.00 ,0.00 ,,208320850.76,,,,,,,14,22.66,6,,,
JFLL11,Imóveis Residenciais,70.69,10945.17,0.65,0.80,1.16 ,2.93 ,5.00 ,9.60 ,0.98 ,0.83 ,0.80 ,9.60 ,1.19 ,2.37 ,11.03 ,159307954.78,106.16,0.67,0.38 ,5.13 ,5.53 ,14.67 ,233,17.83,2469,,1.15  aa,
JGPX11,Indefinido,66.00,456501.57,0.67,1.20,1.84 ,5.24 ,8.89 ,15.01 ,1.75 ,1.48 ,1.25 ,14.01 ,-11.05 ,-9.41 ,36.56 ,205972530.49,96.19,0.69,1.27 ,0.23 ,1.50 ,12.54 ,0,33.85,5684,1.00  aa,0.18  aa,20.00  aa
JMBI11,Outros,82.67,669481.26,,1.16,1.34 ,1.34 ,5.55 ,12.26 ,0.45 ,0.93 ,1.11 ,12.26 ,2.82 ,4.20 ,19.32 ,,,,,,,,0,36.70,0,,1.25  aa,20.00  aa
JPPA11,Papéis,77.27,68293.83,0.79,1.06,1.35 ,4.00 ,8.30 ,17.42 ,1.33 ,1.38 ,1.45 ,15.95 ,-1.74 ,-0.42 ,28.57 ,89024870.19,98.47,0.78,1.08 ,0.15 ,1.23 ,13.92 ,14,14.22,6534,,1.05  aa,20.00  aa
JSAF11,Fundo de Fundos,7.35,1455192.78,0.82,0.09,1.15 ,3.42 ,7.01 ,14.86 ,1.14 ,1.17 ,1.24 ,13.62 ,-2.76 ,-1.64 ,15.75 ,694568518.90,8.96,0.82,0.95 ,-90.46 ,-90.37 ,-89.61 ,14,23.06,23161,1.00  aa,,20.00  aa
JSCR11,Papéis,8.01,217543.43,0.87,0.10,1.18 ,3.52 ,6.98 ,39.19 ,1.17 ,1.16 ,3.27 ,25.28 ,-1.22 ,-0.06 ,43.46 ,206866481.89,,,,,,,14,27.54,3557,,1.00  aa,10.00  aa
JSRE11,Misto,65.15,1267123.70,0.62,0.48,0.76 ,2.30 ,4.54 ,9.76 ,0.77 ,0.76 ,0.81 ,8.87 ,1.97 ,2.74 ,28.02 ,2119344809.75,102.05,0.64,0.47 ,-9.67 ,-9.24 ,-5.27 ,6,18.21,85833,,1.00  aa,20.00  aa
JURO11,Indefinido,97.58,2673294.26,,1.00,1.01 ,3.01 ,6.10 ,11.88 ,1.00 ,1.02 ,0.99 ,10.81 ,-3.20 ,-2.22 ,18.74 ,,,,,,,,0,15.74,0,,1.00  aa,
KCRE11,Indefinido,8.36,314235.91,0.90,0.08,0.93 ,3.03 ,7.16 ,14.64 ,1.01 ,1.19 ,1.22 ,13.64 ,-0.35 ,0.58 ,22.98 ,336127365.83,9.34,0.90,0.96 ,-90.46 ,-90.37 ,-90.26 ,14,15.86,15958,,1.20  aa,
KDIF11,Indefinido,120.94,2659865.04,,1.30,1.05 ,2.91 ,5.82 ,12.53 ,0.97 ,0.97 ,1.04 ,11.48 ,0.33 ,1.39 ,20.41 ,,,,,,,,0,17.03,0,,1.11  aa,
KDOL11,Misto,93.00,86790.67,0.96,0.50,0.54 ,1.55 ,3.03 ,6.06 ,0.52 ,0.51 ,0.55 ,5.53 ,0.00 ,0.54 ,-0.54 ,65534043.21,97.67,0.95,0.45 ,0.00 ,0.00 ,0.00 ,0,21.40,1770,,1.00  aa,
KEVE11,Fundo de Desenvolvimento,846.01,295.33,1.44,34.53,0.00 ,0.00 ,0.00 ,19.89 ,0.00 ,0.00 ,1.66 ,8.59 ,0.00 ,0.00 ,,86810393.86,557.95,1.52,6.19 ,-40.15 ,-36.44 ,-38.89 ,14,132.76,438,,1.45  aa,20.00  aa
KFEN11,Indefinido,1100.00,1571.43,1.18,7.96,0.00 ,0.00 ,0.00 ,4.40 ,0.00 ,0.00 ,0.49 ,4.40 ,0.00 ,0.00 ,,167140640.88,,,,,,,14,31.84,129,,,
KFOF11,Fundo de Fundos,81.62,493334.57,0.90,0.80,0.98 ,2.99 ,5.82 ,12.31 ,1.00 ,0.97 ,1.03 ,11.24 ,2.14 ,3.15 ,30.46 ,632959650.68,90.24,0.90,0.89 ,-0.69 ,0.19 ,5.77 ,14,16.37,29728,,0.92  aa,20.00  aa
KINP11,Fundo de Desenvolvimento,10.00,38394.20,0.16,2.90,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,19.95 ,0.00 ,0.00 ,,118155565.38,,,0.00 ,-100.00 ,0.00 ,0.00 ,14,12.74,8102,,,
KISU11,Fundo de Fundos,6.78,288284.35,0.82,0.07,1.03 ,3.09 ,6.16 ,12.47 ,1.03 ,1.03 ,1.04 ,11.45 ,-0.88 ,0.14 ,15.82 ,360911025.15,8.07,0.84,0.87 ,-7.45 ,-6.65 ,-4.50 ,14,16.16,102625,,0.60  aa,
KIVO11,Papéis,61.29,164193.96,0.72,0.85,1.36 ,4.20 ,8.92 ,18.46 ,1.40 ,1.49 ,1.54 ,17.03 ,-2.37 ,-1.04 ,17.32 ,190071981.38,,,,,,,14,22.27,6758,,1.15  aa,10.00  aa
KNCA11,Indefinido,95.05,1886962.48,0.93,1.15,1.20 ,3.47 ,7.23 ,14.82 ,1.16 ,1.21 ,1.24 ,13.74 ,0.96 ,2.17 ,31.53 ,2193692116.98,101.56,0.94,1.13 ,-0.61 ,0.51 ,11.84 ,0,17.97,80629,1.20  aa,,
KNCR11,Papéis,104.53,9214033.39,1.03,1.33,1.26 ,3.82 ,7.48 ,14.03 ,1.27 ,1.25 ,1.17 ,13.02 ,0.81 ,2.08 ,27.62 ,7801759494.62,101.97,1.03,1.32 ,1.21 ,2.55 ,16.08 ,14,9.91,444401,1.00  aa,,
KNHF11,Indefinido,91.46,2251453.48,0.92,1.00,1.07 ,3.21 ,6.54 ,13.41 ,1.07 ,1.09 ,1.12 ,12.25 ,-1.99 ,-0.94 ,36.17 ,1961209345.53,,,,,,,6,16.99,50223,,1.20  aa,
KNHY11,Papéis,98.28,2348444.48,1.00,1.00,1.00 ,3.26 ,7.22 ,14.87 ,1.09 ,1.20 ,1.24 ,13.73 ,-1.01 ,-0.02 ,25.25 ,3038831120.34,98.10,1.00,1.33 ,0.36 ,1.69 ,14.86 ,14,11.16,25998,,1.60  aa,
KNIP11,Papéis,85.87,6869434.09,0.94,0.62,0.70 ,2.19 ,5.18 ,12.47 ,0.73 ,0.86 ,1.04 ,11.38 ,0.28 ,0.99 ,19.83 ,7306529480.65,91.24,0.94,0.77 ,-2.79 ,-2.05 ,6.93 ,14,10.88,72162,,1.00  aa,
KNOX11,Indefinido,101.13,520625.70,,2.64,2.68 ,0.00 ,2.68 ,8.58 ,0.00 ,0.45 ,0.72 ,2.68 ,6.21 ,9.06 ,9.06 ,,,,,,,,0,19.20,0,,,
KNPR11,Indefinido,,,,3.30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,55332948.28,,,,,,,14,,594,,,
KNRE11,Fundo de Desenvolvimento,0.32,1265.26,0.47,0.00,1.68 ,0.00 ,1.68 ,338.66 ,0.00 ,0.28 ,28.22 ,338.66 ,575.00 ,586.34 ,1099.67 ,11785883.14,0.76,0.42,9.22 ,0.00 ,9.22 ,0.46 ,14,369.70,5854,,0.04  aa,20.00  aa
KNRI11,Misto,147.00,3349961.39,0.89,1.00,0.68 ,2.07 ,4.18 ,8.79 ,0.69 ,0.70 ,0.73 ,7.98 ,0.07 ,0.75 ,29.86 ,4606086252.04,163.31,0.90,0.61 ,2.17 ,2.80 ,11.38 ,20,15.10,299922,1.11  aa,,
KNSC11,Papéis,8.65,3290981.39,0.98,0.09,1.03 ,3.19 ,6.51 ,13.66 ,1.06 ,1.09 ,1.14 ,12.63 ,-0.34 ,0.69 ,27.48 ,1770387590.08,8.76,0.99,1.03 ,-90.06 ,-89.96 ,-88.90 ,14,14.74,230776,1.20  aa,,
KNUQ11,Indefinido,103.20,2913609.52,1.01,1.25,1.19 ,3.72 ,7.90 ,15.35 ,1.24 ,1.32 ,1.28 ,14.27 ,0.15 ,1.34 ,30.51 ,2179657621.20,,,,,,,14,10.92,41290,,1.40  aa,
KOPA11,Indefinido,708.98,257669.00,0.81,10.00,1.25 ,6.71 ,13.61 ,25.59 ,2.24 ,2.27 ,2.13 ,33.73 ,-5.11 ,-3.92 ,74.95 ,283743647.41,800.01,0.89,1.25 ,0.00 ,0.00 ,0.00 ,0,25.38,3383,,2.00  aa,20.00  aa
KORE11,Lajes Corporativas,68.18,1590311.52,0.64,1.25,1.78 ,5.28 ,10.02 ,20.19 ,1.76 ,1.67 ,1.68 ,18.46 ,-3.60 ,-1.89 ,16.53 ,1019301616.47,,,,,,,4,22.67,27501,,1.06  aa,
KRES11,Misto,,,,0.00,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,234121530.01,,,,,,,1,,131,,,
LAFI11,Misto,120.53,31107.00,1.04,3.84,0.00 ,0.00 ,4.30 ,12.22 ,0.00 ,2.15 ,6.11 ,12.22 ,0.00 ,0.00 ,,89281817.89,111.46,1.08,4.43 ,0.00 ,0.00 ,0.00 ,0,42.31,1270,,,
LASC11,Shoppings,96.92,1217594.26,0.77,0.69,0.70 ,2.27 ,13.49 ,17.77 ,0.76 ,2.25 ,1.48 ,17.77 ,-0.12 ,0.58 ,28.31 ,380409884.01,129.38,0.75,4.43 ,20.96 ,26.32 ,26.86 ,2,58.19,452,,1.07  aa,20.00  aa
LAVF11,Indefinido,,,,1.30,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,,118155565.38,,,,,,,14,,8102,,,
LFTT11,Papéis,2.10,598719.00,0.04,0.21,0.00 ,0.00 ,79.27 ,80801779.68 ,0.00 ,13.21 ,6733481.64 ,187.89 ,0.00 ,0.00 ,,33927760.16,51.02,0.04,0.41 ,27.42 ,27.95 ,-54.91 ,51,275.44,8,,,
LGCP11,Imóveis Industriais e Logísticos,82.95,163106.04,0.65,0.80,1.13 ,3.17 ,5.76 ,10.78 ,1.06 ,0.96 ,0.90 ,10.78 ,-7.22 ,-6.17 ,-7.05 ,457171677.92,101.32,0.82,0.79 ,-1.43 ,-0.65 ,7.48 ,5,9.47,19183,,0.46  aa,
LIFE11,Imóveis Comerciais - Outros,8.16,366269.61,0.83,0.12,1.44 ,4.26 ,8.42 ,17.72 ,1.42 ,1.40 ,1.48 ,16.11 ,-1.30 ,0.12 ,16.09 ,370833126.75,,,,,,,14,26.64,18532,,1.38  aa,20.00  aa
LLAO11,Misto,57.20,57.00,1.12,7.31,11.32 ,0.00 ,0.00 ,13.43 ,0.00 ,0.00 ,1.92 ,11.32 ,-2.11 ,8.97 ,8.97 ,18438127.93,,,,,,,12,30.12,78,,,
LOFT11B,Fundo de Desenvolvimento,29.90,,33.98,47.90,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,142.96 ,0.00 ,0.00 ,,1717387.25,,,,,,,2,,8,,,
LPLP11,Indefinido,260.88,950103.00,0.69,0.07,0.00 ,0.00 ,0.00 ,1.16 ,0.00 ,0.00 ,0.10 ,11.25 ,0.00 ,0.00 ,,281433091.88,,,,,,,14,84.94,27,,,
